params,train_mse,val_mse,train_r2,val_r2
{'alpha': 10.0},0.007612207418518213,0.010731288882520998,0.944872405323492,0.9220628651880753
{'alpha': 1.0},0.006652215092759981,0.011425455698392605,0.9518237091734052,0.9169273457251996
{'alpha': 0.1},0.006400123009314851,0.012316781865685907,0.9536495916502113,0.9104355150948524
